user_id,age,gender,country,state,acquisition_source,tenure_days,recency_days,frequency_orders,frequency_orders_non_cancelled,monetary_gross,monetary_net,avg_order_value,avg_item_price,avg_basket_size,avg_price_tier,return_rate,cancellation_rate,avg_days_to_ship,avg_days_to_deliver,category_diversity,top_category,top_brand,top_department,first_order_date,last_order_date,is_non_purchaser,total_sessions,product_view_sessions,avg_funnel_depth,avg_events_per_session,avg_session_duration_sec,bounce_session_rate,dominant_traffic_source,dominant_browser,distinct_traffic_sources,first_session_date,last_session_date,days_browse_to_first_purchase,channel_consistency_flag,has_transaction_data,has_session_data,avg_session_duration_capped,log_session_duration,log_monetary_net,log_avg_item_price,discount_reliance_pct,avg_discount_depth,max_discount_depth,full_price_spend_share,discounted_spend,cart_abandonment_rate,cart_sessions,abandoned_cart_sessions,converting_sessions,session_conversion_rate,browse_to_cart_rate,simulated_price_change_pct,prob_churn_on_price_increase,price_elasticity,expected_spend_retention,expected_revenue_after_change,revenue_delta
58627,45,F,China,Ningxia Hui Autonomous Region,Email,1108,201,1,0,13.670000076293944,0.0,13.670000076293944,13.670000076293944,1.0,13.670000076293944,0.0,1.0,,,1,Intimates,Barely There,Women,2026-01-17,2026-01-17,0,1,1,5,5.0,624.0,0,Adwords,Safari,1,2026-01-17,2026-01-17,0,0,1,1,624.0,6.4378,0.0,2.6858,0.8205,0.2506,0.4194,0.1795,0.0,0.5915,1,0,1,1.0,0.4374,0.1,0.4473,-1.4613,0.4719,0.0,0.0
4396,49,M,China,Fujian,Search,2439,2167,1,1,189.7900009155273,189.7900009155273,189.7900009155273,47.44750022888184,4.0,47.44750022888184,0.0,0.0,-2.5,-0.5,4,Underwear,Hanes,Men,2020-08-30,2020-08-30,0,4,4,5,13.0,217170.5,0,Adwords,Chrome,2,2020-08-30,2020-08-30,0,0,1,1,3600.0,8.189,5.2512,3.8805,0.3068,0.1636,0.2587,0.6932,58.23,0.5272,3,2,1,0.25,0.7517,0.1,0.2401,-0.6098,0.7135,148.96,-40.83
63629,47,M,United States,California,Search,983,270,1,1,109.2400016784668,109.2400016784668,109.2400016784668,54.6200008392334,2.0,54.6200008392334,0.0,0.0,,,2,Sweaters,Woolrich,Men,2025-11-09,2025-11-09,0,2,2,5,7.0,130183.5,0,YouTube,Other,2,2025-11-09,2025-11-09,0,0,1,1,3600.0,8.189,4.7027,4.0185,0.2691,0.1703,0.2143,0.7309,29.4,0.4461,2,1,1,0.5,0.4728,0.1,0.1775,-0.9326,0.7458,89.62,-19.62
74497,18,M,China,Gansu province,Organic,2426,89,1,1,149.5,149.5,149.5,149.5,1.0,149.5,0.0,0.0,3.0,3.0,1,Sweaters,Marc New York by Andrew Marc,Men,2026-05-09,2026-05-09,0,1,1,5,5.0,448.0,0,Email,Chrome,1,2026-05-09,2026-05-09,0,0,1,1,448.0,6.107,5.014,5.014,0.0481,0.2709,0.278,0.9519,7.19,0.3716,1,1,0,0.0,0.5897,0.1,0.2296,-0.1638,0.7577,124.6,-24.9
99991,15,M,United Kingdom,England,Display,1145,776,2,2,399.8299980163574,399.8299980163574,199.9149990081787,99.95749950408936,2.0,99.95749950408936,0.0,0.0,-0.75,,4,Tops & Tees,Edwards Garment,Men,2024-06-06,2024-06-21,0,4,4,5,8.75,130281.75,0,Email,Chrome,2,2024-06-06,2024-06-21,0,0,1,1,3600.0,8.189,5.9935,4.6147,0.2292,0.0969,0.133,0.7708,91.64,0.4422,2,2,0,0.0,0.576,0.1,0.1973,-1.2045,0.706,310.51,-89.32
98747,61,F,Japan,Kanagawa,Facebook,47,12,3,3,275.4299998283386,127.92999982833862,91.80999994277954,55.085999965667725,1.6666666666666667,55.085999965667725,0.4,0.0,-1.0,-1.0,5,Accessories,Rasta/NYE,Women,2026-06-28,2026-07-25,0,5,5,5,6.6,138667.4,0,Email,Chrome,3,2026-06-28,2026-07-25,0,0,1,1,3600.0,8.189,4.8593,4.0269,0.0,0.0,0.0,1.0,0.0,0.6612,3,0,3,0.6,0.6591,0.1,0.0336,-0.5868,0.9097,128.02,0.09
86025,40,M,United States,Texas,Search,1536,84,4,3,399.3600130081177,53.20000171661377,99.84000325202942,79.87200260162354,1.25,79.87200260162354,0.4,0.2,0.3333333333333333,4.0,4,Shorts,American Rag,Men,2024-09-25,2026-05-14,0,5,5,5,5.8,69583.0,0,Email,Chrome,3,2024-09-25,2026-05-14,0,0,1,1,3600.0,8.189,3.9927,4.3929,0.8088,0.4314,0.5669,0.1912,43.03,0.4326,3,1,2,0.4,0.7307,0.1,0.3266,-1.8501,0.5488,32.12,-21.08
93909,59,F,Spain,Comunidad Valenciana,Search,1520,1329,1,1,54.950000762939446,54.950000762939446,54.950000762939446,54.950000762939446,1.0,54.950000762939446,0.0,0.0,2.0,,1,Fashion Hoodies & Sweatshirts,Iron Fist,Women,2022-12-16,2022-12-16,0,1,1,5,5.0,270.0,0,Facebook,Chrome,1,2022-12-16,2022-12-16,0,0,1,1,270.0,5.6021,4.0245,4.0245,0.243,0.2243,0.2243,0.757,13.35,0.398,1,0,1,1.0,0.357,0.1,0.5088,-1.1145,0.4365,26.38,-28.57
82302,37,M,China,Guangdong,Search,461,218,1,1,52.0,52.0,52.0,52.0,1.0,52.0,0.0,0.0,2.0,3.0,1,Swim,TYR,Men,2025-12-31,2025-12-31,0,1,1,5,5.0,177.0,0,Email,IE,1,2025-12-31,2025-12-31,0,0,1,1,177.0,5.1818,3.9703,3.9703,0.4146,0.1834,0.2687,0.5854,21.56,0.4889,1,0,1,1.0,0.7511,0.1,0.1074,-1.342,0.7729,44.21,-7.79
15335,43,M,Australia,New South Wales,Search,454,139,1,1,36.9900016784668,36.9900016784668,36.9900016784668,36.9900016784668,1.0,36.9900016784668,0.0,0.0,,,1,Sweaters,Ed Garments,Men,2026-03-20,2026-03-20,0,1,1,5,5.0,420.0,0,Email,Chrome,1,2026-03-20,2026-03-20,0,0,1,1,420.0,6.0426,3.6373,3.6373,0.9768,0.5331,0.663,0.0232,36.13,0.7481,1,1,0,0.0,0.4638,0.1,0.5362,-2.4099,0.3521,14.33,-22.66
85177,46,F,Germany,Nordrhein-Westfalen,Search,483,134,2,2,238.06999588012687,238.06999588012687,119.03499794006348,59.51749897003174,2.0,59.51749897003174,0.0,0.0,1.5,3.5,4,Active,Champion,Women,2025-10-20,2026-03-25,0,4,4,5,7.0,130222.5,0,Email,Chrome,2,2025-10-20,2026-03-25,0,0,1,1,3600.0,8.189,5.4768,4.1029,0.16,0.2892,0.3311,0.84,38.09,0.5209,4,0,4,1.0,0.8459,0.1,0.2521,-0.7256,0.6936,181.64,-56.43
68773,18,M,United States,Virginia,Search,1059,770,2,2,191.93999862670896,64.94999694824219,95.96999931335448,47.984999656677246,2.0,47.984999656677246,0.75,0.0,2.0,4.25,4,Jeans,Eddie Bauer,Men,2023-11-28,2024-06-27,0,4,4,5,8.75,87147.25,0,Adwords,Chrome,3,2023-11-28,2024-06-27,0,0,1,1,3600.0,8.189,4.1889,3.8915,0.3177,0.2208,0.3132,0.6823,20.63,0.5819,4,3,1,0.25,0.76,0.1,0.288,-1.3771,0.6139,43.86,-21.09
60750,16,M,United States,Wisconsin,Search,2373,1184,2,2,69.98000144958496,69.98000144958496,34.99000072479248,34.99000072479248,1.0,34.99000072479248,0.0,0.0,2.0,,2,Pants,Dockers,Men,2021-02-01,2023-05-10,0,2,2,5,5.0,430.5,0,Email,Firefox,1,2021-02-01,2023-05-10,0,0,1,1,430.5,6.0673,4.2624,3.5832,0.2139,0.1878,0.1878,0.7861,14.97,0.438,2,1,1,0.5,0.4584,0.1,0.1685,-0.7709,0.7674,59.07,-10.91
79777,12,F,China,Jiangxi,Search,260,146,1,1,32.0,32.0,32.0,32.0,1.0,32.0,0.0,0.0,3.0,,1,Plus,Champion,Women,2026-03-13,2026-03-13,0,1,1,5,5.0,205.0,0,Email,Chrome,1,2026-03-13,2026-03-13,0,0,1,1,205.0,5.3279,3.4965,3.4965,0.8452,0.1466,0.2904,0.1548,27.05,0.5781,1,1,0,0.0,0.6115,0.1,0.3432,-1.6047,0.5514,19.41,-12.59
87465,34,F,China,Shandong,Search,1059,751,1,1,74.96999931335449,74.96999931335449,74.96999931335449,24.989999771118164,3.0,24.989999771118164,0.0,0.0,-2.0,,3,Sleep & Lounge,Alki'i,Women,2024-07-16,2024-07-16,0,3,3,5,10.0,260010.66666666663,0,Email,Chrome,2,2024-07-16,2024-07-16,0,0,1,1,3600.0,8.189,4.3303,3.2577,0.295,0.3061,0.3664,0.705,22.12,0.51,2,0,2,0.6667,0.5583,0.1,0.0745,-0.3993,0.8886,73.28,-1.69
90939,51,M,United States,Pennsylvania,Organic,2142,698,2,2,181.0,62.0,90.5,90.5,1.0,90.5,0.5,0.0,0.0,3.0,2,Fashion Hoodies & Sweatshirts,Union Jeans,Men,2022-08-06,2024-09-07,0,2,2,5,5.0,389.5,0,Adwords,Chrome,2,2022-08-06,2024-09-07,0,0,1,1,389.5,5.9674,4.1431,4.5163,0.6773,0.2177,0.2498,0.3227,41.99,0.5602,2,2,0,0.0,0.5346,0.1,0.1872,-1.5214,0.6891,47.0,-15.0
59931,59,M,United States,Indiana,Facebook,1003,219,2,2,281.0499973297119,29.950000762939453,140.52499866485596,56.20999946594238,2.5,56.20999946594238,0.8,0.0,-0.75,-0.75,5,Swim,Speedo,Men,2025-10-21,2025-12-30,0,5,5,5,11.4,121941.6,0,Email,Safari,3,2025-10-21,2025-12-30,0,0,1,1,3600.0,8.189,3.4324,4.0467,0.6518,0.335,0.4381,0.3482,19.52,0.5703,5,3,2,0.4,0.5584,0.1,0.4238,-1.3856,0.4964,16.35,-13.6
95454,18,M,China,Hebei,Search,1611,395,1,1,259.4900016784668,259.4900016784668,259.4900016784668,64.8725004196167,4.0,64.8725004196167,0.0,0.0,0.75,1.75,4,Outerwear & Coats,UltraClub,Men,2025-07-07,2025-07-07,0,4,4,5,13.0,195571.75,0,Adwords,Other,3,2025-07-07,2025-07-07,0,0,1,1,3600.0,8.189,5.5626,4.1877,0.2798,0.2793,0.4085,0.7202,72.61,0.5216,4,3,1,0.25,0.6823,0.1,0.1365,-0.1663,0.8491,242.37,-17.12
72082,18,F,China,Sichuan,Search,1852,56,4,2,402.439998626709,34.49999999999999,100.60999965667725,67.07333310445149,1.5,67.07333310445149,0.0,0.6666666666666666,3.0,,5,Fashion Hoodies & Sweatshirts,Spa & Resort,Women,2024-03-06,2026-06-11,0,6,6,5,6.333333333333334,101311.16666666669,0,Adwords,Firefox,2,2024-03-06,2026-06-11,0,0,1,1,3600.0,8.189,3.5695,4.2206,0.6707,0.2512,0.3983,0.3293,23.14,0.7417,5,3,2,0.3333,0.6793,0.1,0.4468,-1.9388,0.4459,16.92,-17.58
31263,39,F,China,Hunan,Search,1557,701,1,1,59.0,59.0,59.0,59.0,1.0,59.0,0.0,0.0,,,1,Sleep & Lounge,Cool-jams Wicking Sleepwear,Women,2024-09-04,2024-09-04,0,1,1,5,5.0,272.0,0,Organic,Chrome,1,2024-09-04,2024-09-04,0,0,1,1,272.0,5.6095,4.0943,4.0943,0.1587,0.1756,0.304,0.8413,9.36,0.3929,1,1,0,0.0,0.5159,0.1,0.0182,-0.8562,0.8977,58.26,-0.74
88546,68,F,United Kingdom,Scotland,Search,192,59,3,2,116.28999710083008,44.97999954223633,38.76333236694336,29.07249927520752,1.3333333333333333,29.07249927520752,0.0,0.25,1.3333333333333333,,4,Dresses,Jessica Howard,Women,2026-03-10,2026-06-08,0,4,4,5,6.0,65241.25,0,Adwords,Chrome,3,2026-03-10,2026-06-08,0,0,1,1,3600.0,8.189,3.8282,3.4036,0.0145,0.0,0.0899,0.9855,0.65,0.6271,3,1,2,0.5,0.4891,0.1,0.2005,-0.7585,0.7388,36.55,-8.43
12011,33,M,China,Hunan,Search,116,1,1,1,49.5,49.5,49.5,49.5,1.0,49.5,0.0,0.0,0.0,5.0,1,Shorts,True Nation,Men,2026-08-05,2026-08-05,0,1,1,5,5.0,246.0,0,Email,Chrome,1,2026-08-05,2026-08-05,0,0,1,1,246.0,5.5094,3.922,3.922,0.1845,0.2816,0.3587,0.8155,9.13,0.4958,1,0,1,1.0,0.5515,0.1,0.1466,-0.8942,0.7771,42.31,-7.19
63825,59,F,South Korea,Seoul,Search,2757,2034,2,2,138.98999977111816,19.989999771118164,69.49499988555908,69.49499988555908,1.0,69.49499988555908,0.5,0.0,0.0,4.0,2,Intimates,Bslingerie,Women,2020-05-17,2021-01-10,0,2,2,5,5.0,306.5,0,Email,Firefox,1,2020-05-17,2021-01-10,0,0,1,1,306.5,5.7285,3.044,4.2555,0.4957,0.2613,0.2858,0.5043,9.91,0.5101,1,1,0,0.0,0.5886,0.1,0.368,-1.9931,0.506,11.13,-8.86
14862,51,F,United Kingdom,England,Search,1898,849,1,1,9.40999984741211,9.40999984741211,9.40999984741211,9.40999984741211,1.0,9.40999984741211,0.0,0.0,,,1,Sweaters,Allegra K,Women,2024-04-09,2024-04-09,0,1,1,5,5.0,535.0,0,Facebook,Other,1,2024-04-09,2024-04-09,0,0,1,1,535.0,6.2841,2.3428,2.3428,1.0,0.3591,0.373,0.0,9.41,0.5819,1,1,0,0.0,0.3579,0.1,0.5082,-2.4478,0.3714,3.84,-5.57
11960,23,F,Germany,Hessen,Organic,1443,755,1,1,29.96999931335449,29.96999931335449,29.96999931335449,29.96999931335449,1.0,29.96999931335449,0.0,0.0,,,1,Sleep & Lounge,Guide Gear,Women,2024-07-12,2024-07-12,0,1,1,5,5.0,319.0,0,Adwords,Safari,1,2024-07-12,2024-07-12,0,0,1,1,319.0,5.7683,3.433,3.433,0.7308,0.3887,0.4739,0.2692,21.9,0.5697,1,1,0,0.0,0.4006,0.1,0.4886,-2.3669,0.3904,12.87,-17.1
50293,68,F,China,Guangdong,Search,2538,340,2,2,155.5,155.5,77.75,51.833333333333336,1.5,51.833333333333336,0.0,0.0,1.3333333333333333,1.6666666666666667,3,Sleep & Lounge,Hello Kitty,Women,2021-05-20,2025-08-31,0,3,3,5,6.333333333333333,29305.0,0,Email,Chrome,2,2021-05-20,2025-08-31,0,0,1,1,3600.0,8.189,5.0531,3.9671,0.2541,0.1065,0.1564,0.7459,39.51,0.6405,3,1,2,0.6667,0.657,0.1,0.2238,-0.4655,0.7401,126.59,-28.91
36188,20,M,Brasil,Maranhão,Search,48,2,1,0,99.88000106811523,0.0,99.88000106811523,49.94000053405762,2.0,49.94000053405762,0.0,1.0,,,2,Tops & Tees,Van Heusen,Men,2026-08-04,2026-08-04,0,2,2,5,7.0,259780.0,0,Adwords,Other,1,2026-08-04,2026-08-04,0,0,1,1,3600.0,8.189,0.0,3.9306,0.3699,0.2392,0.4077,0.6301,0.0,0.6027,2,2,0,0.0,0.5331,0.1,0.18,-1.5845,0.69,0.0,0.0
64010,25,M,China,Jiangsu,Organic,283,139,1,0,9.970000267028809,0.0,9.970000267028809,9.970000267028809,1.0,9.970000267028809,0.0,1.0,,,1,Accessories,District,Men,2026-03-20,2026-03-20,0,1,1,5,5.0,261.0,0,Adwords,Chrome,1,2026-03-20,2026-03-20,0,0,1,1,261.0,5.5683,0.0,2.3952,0.6661,0.3078,0.3381,0.3339,0.0,0.5024,1,0,1,1.0,0.5155,0.1,0.4414,-1.8083,0.4576,0.0,0.0
96416,68,F,China,Shandong,Search,15,13,1,0,75.94000244140625,0.0,75.94000244140625,37.970001220703125,2.0,37.970001220703125,0.0,1.0,,,2,Leggings,LeggingsQueen,Women,2026-07-24,2026-07-24,0,2,2,5,7.0,259637.0,0,Facebook,Chrome,2,2026-07-24,2026-07-24,0,0,1,1,3600.0,8.189,0.0,3.6628,0.538,0.1964,0.5317,0.462,0.0,0.6844,1,1,0,0.0,0.6498,0.1,0.4905,-1.6723,0.4243,0.0,0.0
69467,55,M,United States,Colorado,Search,2083,585,4,4,279.02999687194824,140.38000106811523,69.75749921798706,39.86142812456402,1.75,39.86142812456402,0.5714285714285714,0.0,1.3333333333333333,3.5,7,Active,Leonisa,Men,2021-07-14,2024-12-29,0,7,7,5,9.571428571428571,50202.71428571429,0,Adwords,Chrome,3,2021-07-14,2024-12-29,0,0,1,1,3600.0,8.189,4.9515,3.7102,0.3435,0.418,0.4292,0.6565,48.22,0.5402,4,0,4,0.5714,0.6152,0.1,0.4568,-1.7652,0.4473,69.07,-71.31
10876,45,M,China,Hebei,Search,491,234,1,1,21.0,21.0,21.0,21.0,1.0,21.0,0.0,0.0,1.0,2.0,1,Socks,Hanes,Men,2025-12-15,2025-12-15,0,1,1,5,5.0,300.0,0,Email,Safari,1,2025-12-15,2025-12-15,0,0,1,1,300.0,5.7071,3.091,3.091,0.5943,0.3217,0.3406,0.4057,12.48,0.7678,1,0,1,1.0,0.4282,0.1,0.6057,-2.1868,0.3081,7.12,-13.88
41171,62,M,China,Guangdong,Search,1117,606,1,1,147.0,147.0,147.0,73.5,2.0,73.5,0.0,0.0,,,2,Socks,Dickies,Men,2024-12-08,2024-12-08,0,2,2,5,7.0,173400.0,0,Adwords,Chrome,2,2024-12-08,2024-12-08,0,0,1,1,3600.0,8.189,4.9972,4.3108,0.115,0.2774,0.2774,0.885,16.9,0.5972,2,2,0,0.0,0.5124,0.1,0.2347,-0.4772,0.7288,117.85,-29.15
27561,15,F,Brasil,Rio Grande do Sul,Search,958,610,1,1,18.0,0.0,18.0,18.0,1.0,18.0,1.0,0.0,0.0,3.0,1,Plus,LibbySue,Women,2024-12-04,2024-12-04,0,1,1,5,5.0,356.0,0,Adwords,Chrome,1,2024-12-04,2024-12-04,0,0,1,1,356.0,5.8777,0.0,2.9444,1.0,0.38,0.489,0.0,0.0,0.4401,1,0,1,1.0,0.6028,0.1,0.3928,-1.8577,0.4944,0.0,0.0
21285,21,F,Germany,Hamburg,Search,1288,661,1,1,30.0,30.0,30.0,30.0,1.0,30.0,0.0,0.0,1.0,,1,Active,Cuddl Duds,Women,2024-10-14,2024-10-14,0,1,1,5,5.0,316.0,0,Organic,Firefox,1,2024-10-14,2024-10-14,0,0,1,1,316.0,5.7589,3.434,3.434,0.3841,0.2416,0.2577,0.6159,11.52,0.5788,1,1,0,0.0,0.5351,0.1,0.2676,-1.3846,0.631,20.82,-9.18
42405,59,F,Belgium,Flanders,Search,2665,2511,1,1,217.9899978637696,217.9899978637696,217.9899978637696,108.99499893188477,2.0,108.99499893188477,0.0,0.0,-0.5,0.5,2,Sweaters,Ralph Lauren,Women,2019-09-21,2019-09-21,0,2,2,5,7.0,216590.0,0,Organic,Safari,2,2019-09-21,2019-09-21,0,0,1,1,3600.0,8.189,5.389,4.7004,0.5442,0.4507,0.4919,0.4558,118.63,0.5839,1,1,0,0.0,0.5442,0.1,0.6124,-2.1515,0.3042,72.94,-145.05
66489,32,M,South Korea,Gyeonggi-do,Search,1713,1011,1,0,28.0,0.0,28.0,28.0,1.0,28.0,0.0,1.0,,,1,Tops & Tees,LRG,Men,2023-10-30,2023-10-30,0,1,1,5,5.0,481.0,0,Adwords,Chrome,1,2023-10-30,2023-10-30,0,0,1,1,481.0,6.1779,0.0,3.3673,0.7655,0.5725,0.6707,0.2345,0.0,0.6424,1,1,0,0.0,0.5059,0.1,0.4667,-2.0733,0.4227,0.0,0.0
49510,36,F,China,Bagmati region,Display,1833,535,2,2,122.31000137329102,122.31000137329102,61.15500068664552,61.15500068664552,1.0,61.15500068664552,0.0,0.0,2.0,,2,Fashion Hoodies & Sweatshirts,Hurley,Women,2022-09-13,2025-02-17,0,2,2,5,5.0,503.5,0,Adwords,Firefox,2,2022-09-13,2025-02-17,0,0,1,1,503.5,6.2236,4.8147,4.1296,0.1674,0.1711,0.2172,0.8326,20.47,0.5192,2,2,0,0.0,0.5796,0.1,0.3039,-0.8945,0.6338,85.27,-37.04
86291,14,F,Brasil,Maranhão,Search,2738,983,1,1,64.95000076293945,64.95000076293945,64.95000076293945,32.47500038146973,2.0,32.47500038146973,0.0,0.0,-0.5,,2,Plus,180s,Women,2023-11-27,2023-11-27,0,2,2,5,7.0,130063.0,0,Email,Chrome,2,2023-11-27,2023-11-27,0,0,1,1,3600.0,8.189,4.1889,3.5108,0.5154,0.1578,0.3761,0.4846,33.48,0.7836,2,2,0,0.0,0.697,0.1,0.2317,-0.8834,0.7005,50.05,-14.9
29400,31,F,United Kingdom,England,Search,1586,810,1,1,48.0,48.0,48.0,48.0,1.0,48.0,0.0,0.0,2.0,4.0,1,Tops & Tees,Alternative,Women,2024-05-18,2024-05-18,0,1,1,5,5.0,298.0,0,Email,Safari,1,2024-05-18,2024-05-18,0,0,1,1,298.0,5.7004,3.8918,3.8918,0.4376,0.377,0.377,0.5624,21.0,0.4833,1,1,0,0.0,0.3597,0.1,0.2332,-1.5415,0.6486,34.25,-13.75
16413,29,M,Japan,Kumamoto,Search,539,2,2,2,200.11000633239743,200.11000633239743,100.05500316619872,100.05500316619872,1.0,100.05500316619872,0.0,0.0,1.5,,2,Jeans,Diesel,Men,2026-04-26,2026-08-04,0,2,2,5,5.0,378.0,0,Adwords,Chrome,2,2026-04-26,2026-08-04,0,0,1,1,378.0,5.9375,5.3039,4.6157,0.5542,0.4043,0.4181,0.4458,110.9,0.566,2,1,1,0.5,0.5364,0.1,0.2639,-1.3944,0.6334,139.42,-60.69
72823,57,M,Brasil,Paraná,Search,1124,87,1,1,163.63999938964844,163.63999938964844,163.63999938964844,81.81999969482422,2.0,81.81999969482422,0.0,0.0,,,2,Underwear,N2N,Men,2026-05-11,2026-05-11,0,2,2,5,7.0,259848.5,0,Email,Safari,2,2026-05-11,2026-05-11,0,0,1,1,3600.0,8.189,5.1038,4.4167,0.4442,0.1877,0.1877,0.5558,72.69,0.4931,2,2,0,0.0,0.7652,0.1,0.204,-0.7907,0.7331,131.96,-31.68
90935,17,M,China,Zhejiang,Search,2670,1345,2,2,199.5,199.5,99.75,99.75,1.0,99.75,0.0,0.0,1.5,,2,Fashion Hoodies & Sweatshirts,Akomplice,Men,2019-10-27,2022-11-30,0,2,2,5,5.0,404.5,0,Email,Other,1,2019-10-27,2022-11-30,0,0,1,1,404.5,6.0051,5.3008,4.6126,0.7967,0.2549,0.3327,0.2033,158.94,0.6974,2,1,1,0.5,0.624,0.1,0.438,-1.5829,0.473,103.8,-95.7
70837,54,M,United States,Connecticut,Search,287,279,1,1,264.0,264.0,264.0,132.0,2.0,132.0,0.0,0.0,-3.5,0.5,2,Sleep & Lounge,Coyuchi,Men,2025-10-31,2025-10-31,0,2,2,5,7.0,346169.0,0,Facebook,Chrome,2,2025-10-30,2025-10-30,1,0,1,1,3600.0,8.189,5.5797,4.8903,0.5236,0.3073,0.3425,0.4764,138.23,0.6469,1,1,0,0.0,0.5278,0.1,0.3933,-1.1694,0.5357,155.57,-108.43
98242,42,M,China,Zhejiang,Search,2582,1996,1,0,126.04000091552734,0.0,126.04000091552734,63.02000045776367,2.0,63.02000045776367,0.0,1.0,,,2,Sweaters,Chestnut Hill,Men,2021-02-17,2021-02-17,0,2,2,5,7.0,173424.5,0,Email,Safari,2,2021-02-17,2021-02-17,0,0,1,1,3600.0,8.189,0.0,4.1592,0.3565,0.3037,0.5018,0.6435,0.0,0.4222,2,1,1,0.5,0.466,0.1,0.297,-0.6676,0.6561,0.0,0.0
56738,27,M,South Korea,Busan,Search,1826,663,2,2,137.6999969482422,12.75,68.8499984741211,68.8499984741211,1.0,68.8499984741211,0.5,0.0,2.0,4.5,2,Socks,Gold Toe,Men,2023-10-31,2024-10-12,0,2,2,5,5.0,289.5,0,Email,Firefox,1,2023-10-31,2024-10-12,0,0,1,1,289.5,5.6716,2.621,4.2464,0.2135,0.12,0.3202,0.7865,2.72,0.4826,1,1,0,0.0,0.7025,0.1,0.2959,-1.1773,0.6212,8.71,-4.04
34715,24,F,South Korea,Gyeonggi-do,Organic,2057,2028,1,1,37.9900016784668,37.9900016784668,37.9900016784668,37.9900016784668,1.0,37.9900016784668,0.0,0.0,2.0,4.0,1,Fashion Hoodies & Sweatshirts,1veMoon,Women,2021-01-16,2021-01-16,0,1,1,5,5.0,496.0,0,Email,IE,1,2021-01-16,2021-01-16,0,0,1,1,496.0,6.2086,3.6633,3.6633,0.9476,0.2812,0.4238,0.0524,36.0,0.6524,1,0,1,1.0,0.3952,0.1,0.5431,-2.4967,0.3428,14.33,-23.66
6242,35,M,China,Hunan,Display,573,439,1,1,59.5,59.5,59.5,59.5,1.0,59.5,0.0,0.0,1.0,,1,Jeans,G by GUESS,Men,2025-05-24,2025-05-24,0,1,1,5,5.0,459.0,0,Email,Other,1,2025-05-23,2025-05-23,1,0,1,1,459.0,6.1312,4.1026,4.1026,0.4029,0.3076,0.4432,0.5971,23.97,0.4482,1,0,1,1.0,0.4278,0.1,0.3571,-1.5127,0.5456,35.71,-23.79
84782,69,F,China,Anhui,Search,2183,1284,1,1,30.200000762939453,30.200000762939453,30.200000762939453,30.200000762939453,1.0,30.200000762939453,0.0,0.0,1.0,5.0,1,Shorts,Joie,Women,2023-01-30,2023-01-30,0,1,1,5,5.0,312.0,0,Adwords,Firefox,1,2023-01-30,2023-01-30,0,0,1,1,312.0,5.7462,3.4404,3.4404,0.4355,0.2118,0.2118,0.5645,13.15,0.5528,1,1,0,0.0,0.6728,0.1,0.5345,-2.2628,0.3602,11.97,-18.23
89653,59,M,United States,North Carolina,Search,135,122,1,1,36.950000762939446,36.950000762939446,36.950000762939446,36.950000762939446,1.0,36.950000762939446,0.0,0.0,3.0,,1,Suits & Sport Coats,Y&G,Men,2026-04-06,2026-04-06,0,1,1,5,5.0,449.0,0,Email,Firefox,1,2026-04-06,2026-04-06,0,0,1,1,449.0,6.1092,3.6363,3.6363,0.8272,0.2493,0.4586,0.1728,30.57,0.6173,1,0,1,1.0,0.4715,0.1,0.2969,-1.2893,0.6124,24.89,-12.06
31233,12,M,United States,Hawaii,Search,417,364,1,1,34.989999771118164,34.989999771118164,34.989999771118164,17.494999885559082,2.0,17.494999885559082,0.0,0.0,0.0,2.0,2,Tops & Tees,Tri-Mountain,Men,2025-08-07,2025-08-07,0,2,2,5,7.0,173126.5,0,Email,Chrome,2,2025-08-07,2025-08-07,0,0,1,1,3600.0,8.189,3.5832,2.9175,0.764,0.4046,0.5216,0.236,26.73,0.8268,2,2,0,0.0,0.5315,0.1,0.6716,-2.0968,0.2595,9.99,-25.0
77765,39,F,China,Gansu province,Organic,1630,291,1,0,54.97999954223633,0.0,54.97999954223633,54.97999954223633,1.0,54.97999954223633,0.0,1.0,,,1,Fashion Hoodies & Sweatshirts,adidas,Women,2025-10-19,2025-10-19,0,1,1,5,5.0,333.0,0,Adwords,Safari,1,2025-10-18,2025-10-18,1,0,1,1,333.0,5.8111,0.0,4.025,0.3612,0.4043,0.5103,0.6388,0.0,0.5985,1,1,0,0.0,0.6602,0.1,0.4145,-1.604,0.4916,0.0,0.0
57189,30,F,United States,California,Search,929,598,2,1,99.9300022125244,19.989999771118164,49.96500110626221,49.96500110626221,1.0,49.96500110626221,0.0,0.5,1.0,2.0,2,Dresses,London Times,Women,2024-07-28,2024-12-16,0,2,2,5,5.0,353.0,0,YouTube,Safari,2,2024-07-28,2024-12-15,0,0,1,1,353.0,5.8693,3.044,3.9311,0.7806,0.0832,0.1816,0.2194,15.6,0.4818,1,0,1,0.5,0.5205,0.1,0.3072,-1.586,0.583,12.82,-7.17
